"","datetime","discharge"
"425",2018-05-15 17:00:00,15575
"426",2018-05-15 18:00:00,15530
"427",2018-05-15 19:00:00,15471
"428",2018-05-15 20:00:00,15405
"429",2018-05-15 21:00:00,15351
"430",2018-05-15 22:00:00,15420
"431",2018-05-15 23:00:00,15518
"432",2018-05-16 00:00:00,15499
"433",2018-05-16 01:00:00,15434
"434",2018-05-16 02:00:00,15356
"435",2018-05-16 03:00:00,15290
"436",2018-05-16 04:00:00,15241
"437",2018-05-16 05:00:00,15204
"438",2018-05-16 06:00:00,15177
"439",2018-05-16 07:00:00,15158
"440",2018-05-16 08:00:00,15143
"441",2018-05-16 09:00:00,15131
"442",2018-05-16 10:00:00,15125
"443",2018-05-16 11:00:00,15127
"444",2018-05-16 12:00:00,15137
"445",2018-05-16 13:00:00,15157
"446",2018-05-16 14:00:00,15189
"447",2018-05-16 15:00:00,15225
"448",2018-05-16 16:00:00,15266
"449",2018-05-16 17:00:00,15316
"450",2018-05-16 18:00:00,15377
"451",2018-05-16 19:00:00,15445
"452",2018-05-16 20:00:00,15508
"453",2018-05-16 21:00:00,15580
"454",2018-05-16 22:00:00,15710
"455",2018-05-16 23:00:00,16020
"456",2018-05-17 00:00:00,16375
"457",2018-05-17 01:00:00,16729
"458",2018-05-17 02:00:00,17273
"459",2018-05-17 03:00:00,17807
"460",2018-05-17 04:00:00,18256
"461",2018-05-17 05:00:00,18726
"462",2018-05-17 06:00:00,19270
"463",2018-05-17 07:00:00,19888
"464",2018-05-17 08:00:00,20470
"465",2018-05-17 09:00:00,21322
"466",2018-05-17 10:00:00,22343
"467",2018-05-17 11:00:00,23077
"468",2018-05-17 12:00:00,23635
"469",2018-05-17 13:00:00,24536
"470",2018-05-17 14:00:00,25513
"471",2018-05-17 15:00:00,26150
"472",2018-05-17 16:00:00,26679
"473",2018-05-17 17:00:00,27225
"474",2018-05-17 18:00:00,27761
"475",2018-05-17 19:00:00,28213
"476",2018-05-17 20:00:00,28662
"477",2018-05-17 21:00:00,29164
"478",2018-05-17 22:00:00,29663
"479",2018-05-17 23:00:00,30106
"480",2018-05-18 00:00:00,30617
"481",2018-05-18 01:00:00,31501
"482",2018-05-18 02:00:00,32923
"483",2018-05-18 03:00:00,34115
"484",2018-05-18 04:00:00,34559
"485",2018-05-18 05:00:00,34692
"486",2018-05-18 06:00:00,34788
"487",2018-05-18 07:00:00,34870
"488",2018-05-18 08:00:00,34934
"489",2018-05-18 09:00:00,34969
"490",2018-05-18 10:00:00,34977
"491",2018-05-18 11:00:00,35010
"492",2018-05-18 12:00:00,35173
"493",2018-05-18 13:00:00,35491
"494",2018-05-18 14:00:00,35623
"495",2018-05-18 15:00:00,35523
"496",2018-05-18 16:00:00,35409
"497",2018-05-18 17:00:00,35276
"498",2018-05-18 18:00:00,35170
"499",2018-05-18 19:00:00,35292
"500",2018-05-18 20:00:00,35420
"501",2018-05-18 21:00:00,35381
"502",2018-05-18 22:00:00,35451
"503",2018-05-18 23:00:00,35536
"504",2018-05-19 00:00:00,35621
"505",2018-05-19 01:00:00,35813
"506",2018-05-19 02:00:00,36432
"507",2018-05-19 03:00:00,37829
"508",2018-05-19 04:00:00,39246
"509",2018-05-19 05:00:00,39899
"510",2018-05-19 06:00:00,40099
"511",2018-05-19 07:00:00,40194
"512",2018-05-19 08:00:00,40280
"513",2018-05-19 09:00:00,40512
"514",2018-05-19 10:00:00,40758
"515",2018-05-19 11:00:00,40911
"516",2018-05-19 12:00:00,41069
"517",2018-05-19 13:00:00,41229
"518",2018-05-19 14:00:00,41407
"519",2018-05-19 15:00:00,41600
"520",2018-05-19 16:00:00,41809
"521",2018-05-19 17:00:00,42028
"522",2018-05-19 18:00:00,42255
"523",2018-05-19 19:00:00,42485
"524",2018-05-19 20:00:00,42718
"525",2018-05-19 21:00:00,42951
"526",2018-05-19 22:00:00,43183
"527",2018-05-19 23:00:00,43408
"528",2018-05-20 00:00:00,43621
"529",2018-05-20 01:00:00,43824
"530",2018-05-20 02:00:00,44020
"531",2018-05-20 03:00:00,44208
"532",2018-05-20 04:00:00,44386
"533",2018-05-20 05:00:00,44555
"534",2018-05-20 06:00:00,44715
"535",2018-05-20 07:00:00,44867
"536",2018-05-20 08:00:00,45008
"537",2018-05-20 09:00:00,45140
"538",2018-05-20 10:00:00,45262
"539",2018-05-20 11:00:00,45377
"540",2018-05-20 12:00:00,45484
"541",2018-05-20 13:00:00,45584
"542",2018-05-20 14:00:00,45678
"543",2018-05-20 15:00:00,45765
"544",2018-05-20 16:00:00,45845
"545",2018-05-20 17:00:00,45918
"546",2018-05-20 18:00:00,45981
"547",2018-05-20 19:00:00,46030
"548",2018-05-20 20:00:00,46067
"549",2018-05-20 21:00:00,46090
"550",2018-05-20 22:00:00,46100
"551",2018-05-20 23:00:00,46098
"552",2018-05-21 00:00:00,46079
"553",2018-05-21 01:00:00,46041
"554",2018-05-21 02:00:00,45983
"555",2018-05-21 03:00:00,45905
"556",2018-05-21 04:00:00,45808
"557",2018-05-21 05:00:00,45692
"558",2018-05-21 06:00:00,45557
"559",2018-05-21 07:00:00,45403
"560",2018-05-21 08:00:00,45228
"561",2018-05-21 09:00:00,45034
"562",2018-05-21 10:00:00,44822
"563",2018-05-21 11:00:00,44593
"564",2018-05-21 12:00:00,44348
"565",2018-05-21 13:00:00,44089
"566",2018-05-21 14:00:00,43818
"567",2018-05-21 15:00:00,43535
"568",2018-05-21 16:00:00,43242
"569",2018-05-21 17:00:00,42942
"570",2018-05-21 18:00:00,42634
"571",2018-05-21 19:00:00,42319
"572",2018-05-21 20:00:00,41997
"573",2018-05-21 21:00:00,41670
"574",2018-05-21 22:00:00,41337
"575",2018-05-21 23:00:00,40999
"576",2018-05-22 00:00:00,40657
"577",2018-05-22 01:00:00,40312
"578",2018-05-22 02:00:00,39966
"579",2018-05-22 03:00:00,39617
"580",2018-05-22 04:00:00,39268
"581",2018-05-22 05:00:00,38920
"582",2018-05-22 06:00:00,38572
"583",2018-05-22 07:00:00,38220
"584",2018-05-22 08:00:00,37871
"585",2018-05-22 09:00:00,37531
"586",2018-05-22 10:00:00,37190
"587",2018-05-22 11:00:00,36893
"588",2018-05-22 12:00:00,36648
"589",2018-05-22 13:00:00,36374
"590",2018-05-22 14:00:00,36057
"591",2018-05-22 15:00:00,35737
"592",2018-05-22 16:00:00,35566
"593",2018-05-22 17:00:00,35621
